artist,title,sale_year,price,low_estimate,high_estimate,auction_title
Jacobus Vrel,A view along a town street with figures | 《城巷人物景觀》,2021.0,462962.68,262450.5,393675.75,Old Masters Evening Sale
Jan Davidsz. de Heem,"Still life with flowers in a glass vase, a lemon, an ear of corn, with a snail and butterflies beside a skull | 《靜物：玻璃瓶花與檸檬、玉米穗、蝸牛和骷髏旁的蝴蝶》",2021.0,231481.34,104980.2,157470.3,Old Masters Evening Sale
"Antwerp School, 1530s","The Flight into Egypt, in a mountainous river landscape | 《逃往埃及，山河景觀》",2021.0,264550.1,131225.25,196837.87,Old Masters Evening Sale
"Benjamin West, P.R.A.","Portrait of Prince William, later King William IV of Great Britain (1765–1837), when a midshipman, in naval uniform standing on the deck of HMS Prince George | 《身穿海軍服、站在威爾斯親王號戰艦上、時為見習船員的威廉王子肖像，後為英王威廉四世（1765–1837年）》",2021.0,396825.16,262450.5,393675.75,Old Masters Evening Sale
"French, Paris, circa 1700 ", Apollo and the Python,2021.0,330687.63,262450.5,393675.75,Treasures
Luca Giordano,The Lamentation of Christ,2021.0,76929.93,33303.0,55505.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Giovanni Battista Pittoni,Bacchus,2021.0,27974.52,33303.0,55505.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Dirk van Delen and Anthonie Palamedesz.,Interior of a Palace with Ladies and Gentlemen,2021.0,167847.12,133212.0,199818.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Abraham de Vries,Portrait of Jacques Boyceau (1560-1633),2021.0,188828.01,44404.0,66606.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
"Charles François Grenier de Lacroix, called Lacroix de Marseille",A marine at sunset,2021.0,19582.16,22202.0,33303.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Alessandro Tiarini,The Judgement of Solomon; Daniel defending Susanna,2021.0,111898.08,33303.0,55505.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Hubert Robert,A fantasy view of Tivoli,2021.0,335694.24,133212.0,199818.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Nicolas de Largillierre,Presumed portrait of the Countess Elisabeth de Saint-Périer (1701-1777),2021.0,55949.04,44404.0,66606.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
"Domenico di Zanobi, called the Master of the Johnson Nativity",Virgin and Child,2021.0,81126.11,22202.0,33303.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Jan Symonsz. Pynas,The Raising of Lazarus,2021.0,27974.52,27752.5,38853.5,"Tableaux Dessins Sculptures 1300-1900, Session I"
"Florentine School, circa 1510",The Virgin and Child with Saint John the Baptist,2021.0,109100.63,44404.0,66606.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Melchior d'Hondecoeter,Still life with a heron and a blue curtain; Still life with a deer and a red curtain,2021.0,153859.86,88808.0,133212.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Studio of Etienne Dumonstier,Portrait of Henri III (1551-1589),2021.0,25177.07,22202.0,33303.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Hubert Robert,Architectural capriccio with ruins of the Campo Vaccino and of the Colosseum,2021.0,111898.08,88808.0,133212.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
"Charles François Grenier de Lacroix, called Lacroix de Marseille",A port at sunset,2021.0,25177.07,22202.0,33303.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
"Charles François Grenier de Lacroix, called Lacroix de Marseille",Fishermen at Sunrise; A Storm,2021.0,90917.19,77707.0,111010.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
"Francesco Noletti, called Maltese, also called Francesco Fieravino",Still life with a boar,2021.0,139872.6,33303.0,55505.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Pierre Paul Prud'hon,"Portrait of Adrienne de Canisy, Duchess of Vicence (1785-1876)",2021.0,111898.08,88808.0,133212.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Jan Both,"Italianate landscape at sunset, with travelers on a country road",2021.0,441000.0,400000.0,600000.0,Master Paintings
"Roman artist active in the ambit of the young Caravaggio, circa 1590-1600","Portrait of a woman, half length",2021.0,47880.0,30000.0,50000.0,Master Paintings
Paris Bordone,Portrait of a woman,2021.0,75600.0,15000.0,20000.0,Master Paintings
"Workshop of Frans Floris, possibly the young Frans Pourbus the Elder",The Penitent Magdalene,2021.0,16380.0,8000.0,12000.0,Master Paintings
Circle of Joachim Govertsz. Camphuysen,Country landscape with a hennetaster before a cottage with dovecote,2021.0,7560.0,8000.0,12000.0,Master Paintings
Vincenzo di Bertone Civitali,Saint Vincent; Saint Stephen:,2021.0,94500.0,60000.0,80000.0,Master Paintings
"Workshop of Alessandro di Mariano Filipepi, called Sandro Botticelli",Madonna and Child,2021.0,239400.0,100000.0,150000.0,Master Paintings
Jacopo da Valenza,The Blessing Christ,2021.0,88200.0,60000.0,80000.0,Master Paintings
Alessandro Allori,"Portrait of a lady in black, holding a book, three-quarter length",2021.0,315000.0,150000.0,200000.0,Master Paintings
Bartolomeo di Giovanni,Saint Stephen; Saint Augustine:,2021.0,63000.0,60000.0,80000.0,Master Paintings
Circle of Sir Anthony van Dyck,"Portrait of an elegant woman, half length, in a black dress with pearls",2021.0,12600.0,15000.0,20000.0,Master Paintings
"Attributed to Alessandro di Mariano Filipepi, called Botticelli, and Studio",The Last Communion of Saint Jerome,2021.0,189000.0,150000.0,200000.0,Master Paintings
"Antwerp School, circa 1615/1620, possibly the young Jacob Jordaens",Diana and Actaeon,2021.0,56700.0,25000.0,35000.0,Master Paintings
The Mezzana Master,The Madonna and Child enthroned between Saints Louis of Toulouse and Francis (central panel); Crucifixion below the Angel of the Annunciation (left shutter); Madonna della Misericordia below the Virgin Annunciate (right shutter): a triptych,2021.0,126000.0,100000.0,150000.0,Master Paintings
Benedetto di Bindo,A male saint,2021.0,25200.0,20000.0,30000.0,Master Paintings
"Florentine School, circa 1600","Portrait of Maria de' Medici, half-length",2021.0,25200.0,8000.0,12000.0,Master Paintings
The Master of the Lazzaroni Madonna,"The Madonna and Child surrounded by Saint John the Evangelist, Saint James the Greater, Saint Catherine of Alexandria and Saint John the Baptist",2021.0,44100.0,12000.0,18000.0,Master Paintings
Giovanni di Paolo di Grazia,St. Elizabeth of Hungary,2021.0,302400.0,250000.0,350000.0,Master Paintings
Jakob Bogdány,"An assembly of birds in a parkland landscape, including a blue peacock, a pair of domestic crested ducks, a barbary coast duck, a red crested cockatoo, a yellow-headed Amazonian parrot, a great curassow, a white Muscovy duck, an Australian king parrot, guinea fowl, and turtle doves",2021.0,580800.0,400000.0,600000.0,Master Paintings
Workshop of Joachim Beuckelaer,Kitchen maid preparing meat with Christ in the House of Mary and Martha beyond,2021.0,30240.0,30000.0,40000.0,Master Paintings
Melchior de Hondecoeter,"Exotic fowl, including a peacock and peahen, flamingo, African crane, pheasant, and lapwing, shoveller, pelican and tufted duck",2021.0,151200.0,150000.0,200000.0,Master Paintings
Master of the Assumption of the Magdalene,Madonna and Child holding a goldfinch,2021.0,189000.0,150000.0,250000.0,Master Paintings
Melchior de Hondecoeter,"A peacock, pea-hen, pheasant, turkey, cockerel and chick by a wall, a landscape beyond",2021.0,252000.0,200000.0,300000.0,Master Paintings
Alessandro Mattia da Farnese,"Portrait of Prince Augusto Chigi, age 21 months",2021.0,30240.0,30000.0,50000.0,Master Paintings
Abraham Janssens the Elder,Constancy,2021.0,163800.0,150000.0,200000.0,Master Paintings
Attributed to Joseph Heintz the Younger,A witchcraft scene,2021.0,13860.0,12000.0,18000.0,Master Paintings
"Flemish School, circa 1660-75","Portrait of a young nobleman, possibly Philippe-François Wouters",2021.0,6048.0,8000.0,12000.0,Master Paintings
Attributed to Marmaduke Cradock,"An assembly of birds in a parkland setting, including a Peacock, hens and a duck",2021.0,22680.0,20000.0,30000.0,Master Paintings
Jan Breughel the Younger | Frans Francken the Younger,"Madonna and Child with St. Anne and St. John the Baptist, surrounded by a flower garland",2021.0,63000.0,20000.0,30000.0,Master Paintings
David de Coninck,"Landscape with a peacock, parrot, chicken, turkey, two rabbits and a guinea-pig",2021.0,88200.0,60000.0,80000.0,Master Paintings
Bernardino Licinio,"Portrait of an elegant young man, half length, holding gloves",2021.0,30240.0,30000.0,50000.0,Master Paintings
Circle of Jan Jansz. Mostaert,The Temptation of Christ,2021.0,25200.0,20000.0,30000.0,Master Paintings
The Master of the Twelve Apostles,The Holy Family,2021.0,30240.0,30000.0,40000.0,Master Paintings
Giovanni Francesco Caroto,Madonna and Child in a Landscape,2021.0,264600.0,150000.0,200000.0,Master Paintings
Tobias Stranover,"Peacock, pheasant, chickens, partridges and a lapwing in a landscape",2021.0,35280.0,20000.0,30000.0,Master Paintings
Piero del Pollaiuolo,Portrait of a Youth |《青年肖像》,2021.0,5989382.85,5249009.99,7873514.98,Modern Renaissance: A Cross-Category Sale
Giulio Romano,"Portrait of a woman, head and shoulders |《女子肖像，頭與肩》",2021.0,496031.44,393675.75,656126.25,Modern Renaissance: A Cross-Category Sale
Pavel Tchelitchew,Jeune page portant à bout de bras une hure de sanglier sur un plateau,2021.0,4196.18,2220.2,3330.3,"Collection Pierre Le-Tan, Session I"
"French School, 15th Century",The Annunciation to the Shepherds,2021.0,44759.23,16651.5,22202.0,"Collection Pierre Le-Tan, Session I"
Domenico Gnoli,Cavalier sur cheval rétif,2021.0,4895.54,3330.3,5550.5,"Collection Pierre Le-Tan, Session I"
David Hockney,Portrait de Pierre Le-Tan à la coupole,2021.0,86721.01,33303.0,55505.0,"Collection Pierre Le-Tan, Session I"
Roger de La Fresnaye,Autoportrait,2021.0,22379.62,3330.3,5550.5,"Collection Pierre Le-Tan, Session I"
20th Century School,Portrait de Boris Kochno,2021.0,2098.09,444.04,666.06,"Collection Pierre Le-Tan, Session I"
Emilio Terry,A drawing by Emilio Terry accompanied by two photographs and two drawings by Emilo Terry's Studio,2021.0,4196.18,3330.3,5550.5,"Collection Pierre Le-Tan, Session I"
Emilio Terry,Projet de lit à la turque et autres projets (recto verso),2021.0,4196.18,3330.3,5550.5,"Collection Pierre Le-Tan, Session I"
Giovanni Boldini,A Lady at the restaurant,2021.0,8392.36,2775.25,3885.35,"Collection Pierre Le-Tan, Session I"
Pierre Le-Tan,Portrait de David Hockney en buste,2021.0,9791.08,6660.6,8880.8,"Collection Pierre Le-Tan, Session I"
Le Pho,Deux jeunes écrivant sur une table,2021.0,26575.79,5550.5,7770.7,"Collection Pierre Le-Tan, Session I"
Le Pho,Autoportrait dans la forêt,2021.0,980995.37,166515.0,222020.0,"Collection Pierre Le-Tan, Session I"
Domenico Gnoli,Ville imaginaire,2021.0,83923.56,33303.0,55505.0,"Collection Pierre Le-Tan, Session I"
Christian Bérard,Scène de théâtre,2021.0,9091.72,1665.15,2220.2,"Collection Pierre Le-Tan, Session I"
Roger de La Fresnaye,Etudes pour l'autoportrait,2021.0,4196.18,888.08,1332.12,"Collection Pierre Le-Tan, Session I"
Pavel Tchelitchew,Acrobates dans un intérieur,2021.0,4196.18,1665.15,2220.2,"Collection Pierre Le-Tan, Session I"
Eugene Berman,"L'aube, le jour, le crépuscule, la nuit",2021.0,13987.26,3330.3,5550.5,"Collection Pierre Le-Tan, Session I"
Pablo Picasso,Chouette visage de femme,2021.0,13987.26,4440.4,5550.5,"Collection Pierre Le-Tan, Session I"
François de Bigorie,Portrait de Bernard Boutet de Monvel,2021.0,5594.9,666.06,888.08,"Collection Pierre Le-Tan, Session I"
20th Century English School,Portrait présumé du poète W. H. Auden,2021.0,3356.94,2220.2,3330.3,"Collection Pierre Le-Tan, Session I"
Le Pho,Les pivoines et les iris,2021.0,72733.75,8880.8,13321.2,"Collection Pierre Le-Tan, Session I"
Le Pho,Maison vue à travers une arche,2021.0,20980.89,3330.3,5550.5,"Collection Pierre Le-Tan, Session I"
Jean Hugo,Portrait de Jean Cocteau,2021.0,6993.63,6660.6,8880.8,"Collection Pierre Le-Tan, Session I"
Anton Prinner,La philosophie dans le corps du chat,2021.0,6993.63,888.08,1110.1,"Collection Pierre Le-Tan, Session I"
Christian Bérard,Portrait de René Crevel,2021.0,3916.43,1110.1,1665.15,"Collection Pierre Le-Tan, Session I"
Le Pho,Nature morte aux fleurs,2021.0,36366.88,3330.3,5550.5,"Collection Pierre Le-Tan, Session I"
Christian Bérard,Etudes de personnages,2021.0,4895.54,1665.15,2220.2,"Collection Pierre Le-Tan, Session I"
Alberto Giacometti,Études de motifs pour des objets d'art décoratif,2021.0,15385.99,4440.4,6660.6,"Collection Pierre Le-Tan, Session I"
Marcellin Gilbert Desboutin,Boy sleeping on a table,2021.0,3636.69,666.06,888.08,"Collection Pierre Le-Tan, Session I"
Jacques Mauny,Autoportrait pour une affiche de la galerie Chéron,2021.0,10490.45,2220.2,3330.3,"Collection Pierre Le-Tan, Session I"
Maarten van Heemskerck,Lamentation,2021.0,352800.0,300000.0,500000.0,The Collection of Hester Diamond Part I
"Benvenuto Tisi, called Garofalo",Nativity,2021.0,214200.0,200000.0,300000.0,The Collection of Hester Diamond Part I
Jacopo di Cione,"Madonna Nursing the Christ Child with Saints Lawrence and Margaret; Predella: the Man of Sorrows, Mater Dolorosa, and Saint John the Evangelist, with two coats of arms",2021.0,189000.0,300000.0,500000.0,The Collection of Hester Diamond Part I
"Alessandro Fei, called Alessandro del Barbiere",The Flagellation of Christ,2021.0,65520.0,80000.0,120000.0,The Collection of Hester Diamond Part I
Roberto d'Oderisio,Crucifixion with the Virgin and Saint John the Evangelist,2021.0,403200.0,400000.0,600000.0,The Collection of Hester Diamond Part I
School of Bruges,"Virgin and Child, from an illuminated Book of Hours",2021.0,52920.0,60000.0,80000.0,The Collection of Hester Diamond Part I
Francesco de' Franceschi,St. Jerome in the wilderness with a lion,2021.0,352800.0,200000.0,300000.0,The Collection of Hester Diamond Part I
"Giovanni Francesco di Niccolò di Luteri, called Dosso Dossi",The Plague at Pergamea; The Sicilian Games,2021.0,6238800.0,3000000.0,5000000.0,The Collection of Hester Diamond Part I
Federico Barocci,"Saint Joseph, a head study for the Visitation Altarpiece",2021.0,746000.0,600000.0,800000.0,The Collection of Hester Diamond Part I
Pieter Coecke van Aelst,"A triptych: The Nativity, The Adoration of the Magi, The Presentation in the Temple",2021.0,3166000.0,2500000.0,3500000.0,The Collection of Hester Diamond Part I
Nikolaos Tzafouris,"Sudarium (St. Veronica's Veil), St. George slaying a dragon, St. Francis of Assisi, St. Anthony of Padua, the Deesis: a triptych",2021.0,138600.0,150000.0,200000.0,The Collection of Hester Diamond Part I
Rachel Ruysch,"Still life with flowers in a vase on a ledge with a dragonfly, caterpillar, and butterfly",2021.0,2198000.0,1000000.0,1500000.0,Master Paintings & Sculpture Part I
Aert de Gelder,"Portrait of a young man behind a balustrade, possibly a self-portrait of the artist",2021.0,927500.0,800000.0,1200000.0,Master Paintings & Sculpture Part I
Sano di Pietro,Nativity,2021.0,504000.0,400000.0,600000.0,Master Paintings & Sculpture Part I
The Master of Marradi,The Death of Lucretia at the Banquet of Lucius Junius Brutus,2021.0,1024300.0,400000.0,600000.0,Master Paintings & Sculpture Part I
"Jacopo Robusti, called Jacopo Tintoretto","Portrait of a bearded man, possibly Prince Antonio di Santacroce of Rome",2021.0,378000.0,300000.0,500000.0,Master Paintings & Sculpture Part I
Ambrosius Bosschaert the Elder,"A still life of white and red roses, a tulip, anemones, a hyacinth, a pansy, lily-of-the-valley, and other flowers in an ornamented glass vase on a hard-stone ledge, with a shell, a bluebottle and a Red Admiral butterfly",2021.0,2319000.0,1000000.0,1500000.0,Master Paintings & Sculpture Part I
"Roman follower of Caravaggio and Simon Vouet, circa 1620-25",Salome with the head of Saint John the Baptist,2021.0,113400.0,100000.0,150000.0,Master Paintings & Sculpture Part I
Hugo van der Goes,The descent from the cross,2021.0,3350000.0,3000000.0,5000000.0,Master Paintings & Sculpture Part I
Salomon van Ruysdael,River landscape with fishermen tending their nets along a bank,2021.0,478800.0,200000.0,300000.0,Master Paintings & Sculpture Part I
"School of Haarlem, circa 1615","Portrait of a young man holding his gloves and wearing a tall hat, his arm akimbo",2021.0,390600.0,70000.0,90000.0,Master Paintings & Sculpture Part I
The Master of 1518,Adoration of the Magi,2021.0,163800.0,150000.0,200000.0,Master Paintings & Sculpture Part I
Marten van Cleve the Elder,Children's Games,2021.0,625000.0,300000.0,500000.0,Master Paintings & Sculpture Part I
Carlo Dolci,Mater Dolorosa,2021.0,308700.0,200000.0,300000.0,Master Paintings & Sculpture Part I
"Flemish School, 1533",Saint Jerome in his study,2021.0,163800.0,100000.0,150000.0,Master Paintings & Sculpture Part I
Apollonio di Giovanni,Triumph of Julius Caesar,2021.0,226800.0,150000.0,200000.0,Master Paintings & Sculpture Part I
