artist,title,currency,sale_year,sold,price,low_estimate,high_estimate,auction_title
"Tommaso d'Antonio Manzuoli, called Maso da San Friano",The Resurrection of Christ,USD,2021.0,0,0.0,100000.0,150000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Arcangelo di Cola da Camerino,Martyrdom of St. Catherine,USD,2021.0,1,75600.0,80000.0,120000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
"Attributed to Domenico Zampieri, called Domenichino",Landscape with a Hermit,USD,2021.0,0,0.0,20000.0,30000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
"Sir David Wilkie, R.A.","Sketch for ""A Whisky Still at Lochgilphead""",USD,2021.0,1,27720.0,20000.0,30000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Cenni di Francesco di Ser Cenni,"A male saint, possibly Saint Anthony Abbot",USD,2021.0,1,81900.0,40000.0,60000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
"Domenico Zampieri, called Domenichino",Tobias and the Angel,USD,2021.0,1,100800.0,30000.0,50000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Thomas Gainsborough R.A.,"Landscape with trees and a field, a church tower in the distance",USD,2021.0,1,47880.0,30000.0,40000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
"Studio of Sir Henry Raeburn, R.A., P.R.S.A.","Portrait of Sir John Hay (1755-1830), 5th Baronet of Haystoun and Smithfield, bust- length",USD,2021.0,1,11970.0,4000.0,6000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
George Romney,"Portrait of a Gentleman, seated, probably William Suddel of Lancaster",USD,2021.0,1,94500.0,30000.0,50000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Niccolò di Pietro Gerini,The Martyrdom of Saint Lawrence,USD,2021.0,0,0.0,100000.0,150000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Richard Parkes Bonington,Landscape with sunset and figures before a pond,USD,2021.0,0,0.0,300000.0,500000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
"Richard Wilson, R.A.","An Italian river scene, with the Temple of Clitumnus and ruins, two figures and cows",USD,2021.0,1,52920.0,40000.0,60000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Richard Parkes Bonington,Study of a sixteenth-century half suit of armor,USD,2021.0,1,32760.0,30000.0,50000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Lorenzo Monaco,The Prophet Jeremiah,USD,2021.0,0,0.0,600000.0,800000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
"Thomas Stothard, R.A.",Cimon and Iphigenia,USD,2021.0,1,5040.0,6000.0,8000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Allegretto Nuzi,The Martyrdom of Saint Blaise,USD,2021.0,0,0.0,150000.0,200000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Annibale Carracci,The Return from the Flight into Egypt,USD,2021.0,1,485100.0,400000.0,600000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
"Flemish School, circa 1530-1540",Portrait of Empress Isabella of Portugal (1503-1539),USD,2021.0,1,189000.0,150000.0,200000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Bartolomeo Schedoni,The Holy Family with Saint John the Baptist,USD,2021.0,1,75600.0,60000.0,80000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Studio of Gerard Seghers,The Penitent Saint Peter,USD,2021.0,1,44100.0,7000.0,10000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
Moses Matheusz. van Uyttenbroeck,Young man and woman in a cave,USD,2021.0,1,7560.0,8000.0,12000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
"Richard Wilson, R.A.",The Destruction of Niobe's Children,USD,2021.0,1,50400.0,20000.0,30000.0,"Collector, Dealer, Connoisseur: The Vision of Richard L. Feigen"
The Master of 1518,The Holy Family with Saints Catherine and Ursula | 《聖家與聖凱薩琳及烏蘇拉》,USD,2021.0,1,380290.77,196837.87,262450.5,Old Masters Evening Sale
Sir Anthony van Dyck,"Family portrait of the painter Cornelis de Vos and his wife Suzanna Cock and their two eldest children, Magdalena and Jan-Baptist | 《畫家科尼利厄斯・德・沃斯、其妻蘇珊娜・考克與長子女馬格達萊納和揚・巴普蒂斯的全家福》",USD,2021.0,1,3195334.83,1312252.5,1968378.75,Old Masters Evening Sale
Domenico Beccafumi,The Virgin and Child with Saints Lawrence and Catherine of Alexandria | 《聖母與聖嬰、聖勞倫斯及亞歷山大的凱薩琳》,USD,2021.0,1,363756.39,262450.5,393675.75,Old Masters Evening Sale
Follower of Rogier van der Weyden,The Virgin and Child | 《聖母與聖嬰》,USD,2021.0,0,0.0,262450.5,393675.75,Old Masters Evening Sale
Balthasar van der Ast,"Flowers in a vase on a stone ledge, with redcurrants and shells | 《靜物：石架上的瓶花、紅加侖子與貝殼》",USD,2021.0,0,0.0,787351.5,1049802.0,Old Masters Evening Sale
Balthasar van der Ast,Flowers in a vase on a stone ledge with a sea shell and a grasshopper | 《靜物：石架上的瓶花、一個貝殼和一隻草蜢》,USD,2021.0,0,0.0,196837.87,328063.12,Old Masters Evening Sale
Jan Griffier the Elder,"A winter landscape with figures ice skating, a village and castle beyond | 《滑雪遊人冬日景緻，遠眺城堡與村莊》",USD,2021.0,1,330687.63,131225.25,196837.87,Old Masters Evening Sale
Paul Bril,The Temptation of Saint Anthony | 《聖安東尼的試探》,USD,2021.0,0,0.0,262450.5,393675.75,Old Masters Evening Sale
Willem van de Velde the Elder,"A coastal scene with a three-master, a kaag on a broad reach and other small vessels, a penschilderij | 《三桅船、後舷風行駛的帆船及小型輪船海岸風景鋼筆畫》",USD,2021.0,1,781840.04,524901.0,787351.5,Old Masters Evening Sale
François Boucher,Les villageois à la pêche | 《垂釣的村民》,USD,2021.0,1,413359.54,328063.12,459288.37,Old Masters Evening Sale
Willem Claesz. Heda,"A vanitas still life with a broken roemer, an upturned tazza and a peeled lemon, all on a ledge | 《虛空派靜物畫：石架上的破酒杯、倒轉的扁花瓶與去皮檸檬》",USD,2021.0,0,0.0,262450.5,393675.75,Old Masters Evening Sale
John Wootton,The Chase: Hunting in Leicestershire | 《追捕：萊斯特郡的狩獵》,USD,2021.0,0,0.0,196837.87,262450.5,Old Masters Evening Sale
Pieter Stevens,A wooded river landscape | 《林木繁茂的河景》,USD,2021.0,0,0.0,65612.62,91857.67,Old Masters Evening Sale
Jan Davidsz. de Heem,"Still life of fruit, including lemons, grapes, pears and cherries, together with a hazelnut, all arranged on a table largely draped with a blue cloth | 《靜物：桌子上的檸檬、葡萄、紅梨、櫻桃及一顆榛子，藍色布覆蓋大半桌面》",USD,2021.0,1,380290.77,262450.5,393675.75,Old Masters Evening Sale
"Baldassare Franceschini, called Il Volterrano","‘La Pescatrice’ (The Fisherwoman), or An Allegory of Fraud | 《女漁夫》或《欺詐的寓言》",USD,2021.0,1,396825.16,104980.2,157470.3,Old Masters Evening Sale
Follower of Joachim Patinir,Saint Jerome in the wilderness | 《荒野上的聖杰羅姆》,USD,2021.0,0,0.0,131225.25,196837.87,Old Masters Evening Sale
Pseudo Jan Wellens de Cock,Saint Christopher carrying the Christ Child in an extensive river landscape | 《聖克里斯多福揹著聖嬰橫渡大河》,USD,2021.0,1,281084.48,131225.25,196837.87,Old Masters Evening Sale
Attributed to Quinten Massys,A jester: a grotesque head of a fool brandishing a wooden spoon | 《小丑：揮舞木匙的趣怪愚人頭像》,USD,2021.0,1,686570.51,52490.1,78735.15,Old Masters Evening Sale
The Master of the Magdalene Legend,A triptych: The Virgin and Child enthroned in a landscape contiguous with the wings (central panel); Saint Philip (left wing); St Helen and a Donatrix in the habit of a Benedictine nun (right wing) | 《三聯作：聖母與聖嬰加冕，後方風景延綿至左右兩翼（中央畫板）；聖菲利普（左翼）；聖海倫與穿本篤會修女服的女布施者（右翼）》,USD,2021.0,0,0.0,196837.87,262450.5,Old Masters Evening Sale
Hendrick Cornelisz. Vroom,"The fishing fleet coming ashore at Scheveningen, their unloaded catch displayed for sale, and a whaler and a man o' war in the offing | 《在席凡寧根泊岸的漁船，漁夫卸載漁獲，海面上的捕鯨船和戰艦》",USD,2021.0,0,0.0,131225.25,196837.87,Old Masters Evening Sale
Gerrit Adriaensz. Berckheyde,"The Oudezijds Heerenlogement, on the confluence of the Grimburgwal and the Oudezijds Voorburgwal, Amsterdam | 《烏德齊耶茲・希倫胡辛旅館，格林伯格瓦爾運河與奧德澤茲・沃爾伯格瓦運河交匯處，阿姆斯特丹》",USD,2021.0,1,892987.82,393675.75,656126.25,Old Masters Evening Sale
"William Hodges, R.A.","View of Port Louis, Mauritius from the sea | 《海中眺望毛里求斯路易港》",USD,2021.0,1,248015.72,131225.25,196837.87,Old Masters Evening Sale
"Danube School, Lower Austria, 1515",The Legend of the Four Crowned Martyrs | 《四加冕殉教者之傳說》,USD,2021.0,1,231481.34,131225.25,196837.87,Old Masters Evening Sale
Godfried Schalcken,"Portrait of a girl, three-quarter length, wearing a pink silk dress and blue wrap, with a parrot in a forest landscape | 《穿粉紅絲綢連衣裙、披藍色披肩、手托鸚鵡的少女的大半身肖像與森林景觀》",USD,2021.0,0,0.0,78735.15,104980.2,Old Masters Evening Sale
"North Netherlandish School, circa 1525",Saint Augustine and Saint Odilia | 《聖奧古斯丁與聖奧迪利亞》,USD,2021.0,0,0.0,196837.87,262450.5,Old Masters Evening Sale
Hugh Douglas Hamilton,"Triple portrait of Emma, Lady Hamilton (1765–1815), as the three Muses | 《裝扮成三位繆斯的愛瑪・漢密爾頓夫人（1765–1815年）肖像》",USD,2021.0,1,813596.55,524901.0,787351.5,Old Masters Evening Sale
"Follower of Lucas Cranach the Elder, early 17th Century",Venus with Cupid stealing honey | 《採蜜的維納斯與丘比特》,USD,2021.0,1,264550.1,78735.15,104980.2,Old Masters Evening Sale
Adriaen Isenbrant,The Crucifixion |《十字架苦像》,USD,2021.0,1,845353.06,262450.5,393675.75,Old Masters Evening Sale
François Boucher,Le départ pour la pêche | 《出發捕魚》,USD,2021.0,1,264550.1,196837.87,262450.5,Old Masters Evening Sale
Willem Kalf,"Still life with a Chinese ginger jar, silver, objects of vertu, a cut melon, bread, a paper packet in a porcelain bowl, and a pink rose, all on a table draped with a Persian carpet | 《靜物：桌上的瓷薑罐、古董銀器、切開的蜜瓜、麵包、瓷碟上的紙捲與粉紅玫瑰，桌面鋪波斯毛毯》",USD,2021.0,1,1925074.41,1049802.0,1574703.0,Old Masters Evening Sale
Hendrick van Steenwijck the Younger and Cornelis van Poelenburch,The Interior of a Gothic Church | 《哥德式教堂內部》,USD,2021.0,0,0.0,131225.25,196837.87,Old Masters Evening Sale
Jan van Kessel the Elder,A still life of spring flowers in a glass vase on a table | 《靜物：桌上玻璃瓶中的春日花卉》,USD,2021.0,1,380290.77,157470.3,236205.45,Old Masters Evening Sale
Ambrosius Bosschaert the Elder,"Floral still life including tulips and roses, in a glass beaker upon a stone ledge | 《靜物：石架上的玻璃瓶花、鬱金香與玫瑰》",USD,2021.0,0,0.0,918576.75,1312252.5,Old Masters Evening Sale
"Follower of Rogier van der Weyden, circa 1500","A portable triptych: The Crucifixion with Saints John, Mary and a companion (central panel); Saint Veronica and a companion (left wing); Saint Mary Magdalene and a companion (right wing) | 《小型三聯作：十字架苦像與聖約翰、瑪利亞及同伴（中央畫板）；聖韋羅尼加與同伴（左翼）；聖抹大拉的馬利亞與同伴（右翼）》",USD,2021.0,0,0.0,131225.25,196837.87,Old Masters Evening Sale
Jan Brueghel the Elder,A wooded estuary with a ferry and fishermen selling their catch | 《樹木繁茂的河口、渡船與售賣漁獲的漁夫》,USD,2021.0,1,845353.06,393675.75,656126.25,Old Masters Evening Sale
Juan de Arellano,"A pair of floral still lifes, in lapis and bronze vases on stone plinths | 《靜物畫一對：石基座上的青銅鑲青金石瓶花》",USD,2021.0,1,198412.58,157470.3,236205.45,Old Masters Evening Sale
Herri met de Bles,Landscape with Saint Jerome | 《聖杰羅姆與風景》,USD,2021.0,0,0.0,131225.25,196837.87,Old Masters Evening Sale
Girolamo Mazzola Bedoli,The Virgin and Child enthroned with a bishop saint and Saint Francis | 《聖母與聖嬰加冕，主教聖人及聖方濟各在旁》,USD,2021.0,1,239748.53,196837.87,262450.5,Old Masters Evening Sale
"Michele Tosini, called Michele di Ridolfo del Ghirlandaio","Portrait of a man, seated, with his dog |《坐著的男子與一隻小狗》",USD,2021.0,0,0.0,524901.0,787351.5,Old Masters Evening Sale
Anton Mirou,Landscape with a view of Bad Schwalbach in the Taunus | 《陶努斯山巴特施瓦爾巴赫景觀》,USD,2021.0,0,0.0,131225.25,196837.87,Old Masters Evening Sale
Christoph Paudiss,Homer and his Muse | 《荷馬與他的繆斯》,USD,2021.0,0,0.0,196837.87,262450.5,Old Masters Evening Sale
Fede Galizia,Still life of peaches on a fruit stand with jasmine flowers and a tulip | 《靜物：果盤上的水蜜桃、茉莉花與鬱金香》,USD,2021.0,1,575422.72,524901.0,787351.5,Old Masters Evening Sale
Jacobus Vrel,A view along a town street with figures | 《城巷人物景觀》,USD,2021.0,1,462962.68,262450.5,393675.75,Old Masters Evening Sale
"Sir Henry Raeburn, R.A.","Portrait of Douglas Hamilton, 8th Duke of Hamilton (1756–1799) | 《漢密爾頓公爵八世道格拉斯・漢密爾頓（1756–1799年）的肖像》",USD,2021.0,0,0.0,262450.5,393675.75,Old Masters Evening Sale
Jan Brueghel the Elder,"A lavish still life of many flowers in a terracotta vase resting on a wooden ledge, flanked by a clump of cyclamen and scattered diamonds and sapphires | 《靜物：木檯上赤陶瓶中的絢爛花卉，伴一簇仙客來、幾顆鑽石及藍寶石》",USD,2021.0,0,0.0,3280631.24,4592883.74,Old Masters Evening Sale
Jan Davidsz. de Heem,"Still life with flowers in a glass vase, a lemon, an ear of corn, with a snail and butterflies beside a skull | 《靜物：玻璃瓶花與檸檬、玉米穗、蝸牛和骷髏旁的蝴蝶》",USD,2021.0,1,231481.34,104980.2,157470.3,Old Masters Evening Sale
"Antwerp School, 1530s","The Flight into Egypt, in a mountainous river landscape | 《逃往埃及，山河景觀》",USD,2021.0,1,264550.1,131225.25,196837.87,Old Masters Evening Sale
"Benjamin West, P.R.A.","Portrait of Prince William, later King William IV of Great Britain (1765–1837), when a midshipman, in naval uniform standing on the deck of HMS Prince George | 《身穿海軍服、站在威爾斯親王號戰艦上、時為見習船員的威廉王子肖像，後為英王威廉四世（1765–1837年）》",USD,2021.0,1,396825.16,262450.5,393675.75,Old Masters Evening Sale
"French, Paris, circa 1700 ", Apollo and the Python,USD,2021.0,1,330687.63,262450.5,393675.75,Treasures
Luca Giordano,The Lamentation of Christ,USD,2021.0,1,76929.93,33303.0,55505.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Francesco Albotto,"Venice, a view of the Molo from the Bacino di San Marco, with the Palazzo Ducale and the Bucentaur",USD,2021.0,0,0.0,55505.0,77707.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Giovanni Battista Pittoni,Bacchus,USD,2021.0,1,27974.52,33303.0,55505.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Dirk van Delen and Anthonie Palamedesz.,Interior of a Palace with Ladies and Gentlemen,USD,2021.0,1,167847.12,133212.0,199818.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Abraham de Vries,Portrait of Jacques Boyceau (1560-1633),USD,2021.0,1,188828.01,44404.0,66606.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
"Charles François Grenier de Lacroix, called Lacroix de Marseille",A marine at sunset,USD,2021.0,1,19582.16,22202.0,33303.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Niccolò dell'Abate,Portrait of a Philosopher,USD,2021.0,0,0.0,33303.0,55505.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Alessandro Tiarini,The Judgement of Solomon; Daniel defending Susanna,USD,2021.0,1,111898.08,33303.0,55505.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Hubert Robert,A fantasy view of Tivoli,USD,2021.0,1,335694.24,133212.0,199818.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Louis Jean François Lagrenée,"A Young Girl reading a Musical Score; A Young Girl playing with a Bird, also called the Song and the Turtledove",USD,2021.0,0,0.0,55505.0,77707.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Nicolas de Largillierre,Presumed portrait of the Countess Elisabeth de Saint-Périer (1701-1777),USD,2021.0,1,55949.04,44404.0,66606.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
"Domenico di Zanobi, called the Master of the Johnson Nativity",Virgin and Child,USD,2021.0,1,81126.11,22202.0,33303.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Jan Symonsz. Pynas,The Raising of Lazarus,USD,2021.0,1,27974.52,27752.5,38853.5,"Tableaux Dessins Sculptures 1300-1900, Session I"
"Florentine School, circa 1510",The Virgin and Child with Saint John the Baptist,USD,2021.0,1,109100.63,44404.0,66606.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Melchior d'Hondecoeter,Still life with a heron and a blue curtain; Still life with a deer and a red curtain,USD,2021.0,1,153859.86,88808.0,133212.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Attributed to Orazio di Jacopo,Crucifixion,USD,2021.0,0,0.0,33303.0,55505.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Studio of Etienne Dumonstier,Portrait of Henri III (1551-1589),USD,2021.0,1,25177.07,22202.0,33303.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Hubert Robert,Architectural capriccio with ruins of the Campo Vaccino and of the Colosseum,USD,2021.0,1,111898.08,88808.0,133212.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
Attributed to Pietro Bellotti,A view of San Pietro di Roma and the colonnade,USD,2021.0,0,0.0,55505.0,77707.0,"Tableaux Dessins Sculptures 1300-1900, Session I"
